user,ordernum,orderstatus,channel,date_ordered,age,gender,ordertotal,state
bc28c,73832,finished,social,4/11/2019,50,Male,61,GA
10741,739c0,finished,others,4/16/2019,31,Male,63.25,CA
e9cb2,73a94,finished,direct,2/9/2019,42,Female,69.02,NM
e0c0c,73a98,finished,direct,5/14/2019,48,Female,84.6,TN
db36f,73b17,finished,google,5/13/2019,54,Female,81.76,OK
0b908,73b83,finished,direct,1/22/2019,49,Female,99.84,TN
4684f,73ca2,finished,google,1/22/2019,23,Female,97.82,OK
8e53c,7300,finished,others,1/20/2019,45,Female,84.48,FL
26595,73e0f,finished,social,5/12/2019,44,Male,74.5,NJ
7806e,73eea,cancelled,google,3/21/2019,49,Female,95.16,TN
18a67,73f4e,finished,social,4/12/2019,51,Female,69.85,TX
4eb14,740a8,finished,social,5/16/2019,25,Female,73.32,TN
b146d,7425e,finished,social,4/12/2019,29,Female,81.76,OK
7f9f1,74288,finished,direct,1/17/2019,49,Female,62.04,FL
3d64d,74316,finished,direct,2/27/2019,43,Male,64.4,CA
27559,7440c,finished,others,1/5/2019,27,Female,80.52,GA
2dc65,7444e,finished,direct,4/26/2019,46,Male,70.5,TN
9118c,744fc,finished,direct,4/17/2019,34,Female,73.2,GA
b6709,74564,finished,google,4/10/2019,48,Female,87.84,GA
e6507,74584,cancelled,social,4/20/2019,24,Male,99.06,TX
4f0a4,7.45E+11,finished,google,4/9/2019,40,Female,79.2,FL
51d84,7463c,finished,social,3/12/2019,22,Female,102.96,TN
e677f,7464c,finished,others,4/2/2019,37,Female,63.25,CA
c0af2,7475d,cancelled,social,1/19/2019,58,Female,63.5,TX
cd533,747fd,cancelled,direct,12/5/2018,46,Female,79.73,NM
c83ca,74d76,finished,direct,5/3/2019,52,Male,68.62,OK
7a699,74d91,finished,direct,3/16/2019,33,Female,55.93,NM
66652,74fcf,finished,google,4/5/2019,55,Female,125.56,OK
14ca9,75146,finished,social,4/27/2019,30,Female,57.34,GA
2cc41,75284,cancelled,social,4/3/2019,42,Male,71.04,LA
6fa79,75389,finished,google,4/4/2019,39,Female,128.14,NJ
f565a,75407,finished,direct,3/31/2019,27,Female,81.28,TX
799a0,75479,finished,social,5/13/2019,31,Male,70.21,NM
6d002,7557a,finished,social,5/5/2019,29,Female,84.6,TN
3cbc9,75585,finished,direct,4/16/2019,49,Female,99.84,TN
0bad4,7579d,finished,google,4/25/2019,48,Male,86.42,NJ
a7c26,757cd,finished,google,4/9/2019,23,Male,71.12,TX
c540d,757db,finished,others,12/7/2018,37,Female,80.92,NM
aec69,7586b,finished,others,2/17/2019,35,Male,85.8,TN
978ae,75a5f,finished,others,3/19/2019,56,Female,66.27,TN
cc630,75a62,cancelled,google,5/2/2019,24,Male,89.7,CA
8d0da,75d6e,finished,google,3/8/2019,42,Female,73.32,TN
afbb0,7.5E+77,finished,direct,3/6/2019,39,Male,83.82,TX
441bd,75ef2,finished,social,4/26/2019,52,Male,72.6,FL
f8dba,75fd4,cancelled,others,3/26/2019,19,Female,99.06,TX
11d8e,75ff9,finished,google,4/15/2019,53,Male,78.2,CA
20563,760c6,finished,others,1/29/2019,38,Female,73.2,GA
b4b94,7635a,finished,direct,3/26/2019,54,Female,66,FL
ad1a9,763dd,finished,others,1/2/2019,46,Female,52.17,LA
8e481,766aa,cancelled,social,5/3/2019,33,Male,102.96,FL
e6828,76784,finished,direct,5/4/2019,31,Female,78.54,NM
2b340,76888,finished,google,5/7/2019,25,Female,54.05,CA
86ff8,769b2,finished,google,3/14/2019,33,Male,70.5,TN
73803,769ea,finished,direct,2/1/2019,40,Female,61.05,LA
511aa,76c9e,cancelled,direct,2/19/2019,28,Male,82.96,GA
eca91,76cc8,cancelled,direct,4/2/2019,46,Male,89.7,CA
cfdfe,76cd3,finished,google,3/21/2019,48,Female,80.52,GA
545ec,76d76,finished,google,3/22/2019,25,Female,113.88,OK
ce823,76ee6,finished,direct,1/20/2019,21,Male,71.4,NM
9E+50,76ffd,finished,google,3/20/2019,51,Male,81.28,TX
16364,77025,finished,direct,4/2/2019,31,Female,95.04,FL
af4e0,7705f,finished,others,3/4/2019,28,Female,99.84,TN
788b9,77130,finished,google,2/7/2019,51,Female,73.66,TX
cae19,77168,finished,social,3/10/2019,40,Female,113.52,FL
0ce3a,77187,finished,direct,1/16/2019,43,Male,63.25,CA
4102b,774ab,cancelled,social,4/2/2019,42,Male,83.82,TX
d8950,7758e,finished,google,5/3/2019,45,Female,73,OK
c4233,775be,finished,social,4/20/2019,24,Female,92.82,NM
d4268,777b7,finished,google,4/7/2019,42,Male,113.52,FL
5cb74,7797d,finished,social,5/15/2019,22,Female,67.71,LA
06c22,7798c,finished,others,3/18/2019,33,Female,99.83,NJ
1ff04,77a3c,cancelled,direct,2/15/2019,36,Female,57.5,CA
3c9f4,77bcc,finished,google,4/3/2019,32,Male,95.88,TN
a8702,77c48,finished,direct,4/30/2019,57,Male,88.44,FL
a44bc,77c4e,finished,direct,5/4/2019,32,Female,59.69,TX
7a8a1,77c71,finished,google,5/13/2019,20,Female,75.48,LA
32382,77e0c,finished,google,1/30/2019,34,Male,94.47,TN
12838,77e3d,finished,direct,3/19/2019,51,Female,85.8,TN
a6ae2,7.7E+50,finished,others,4/1/2019,24,Male,63.5,TX
63ad7,77f53,finished,direct,4/21/2019,45,Female,66,FL
6f96e,77f97,finished,google,4/28/2019,42,Female,99.06,TX
1df4c,77fa5,cancelled,direct,5/14/2019,34,Female,81.95,NJ
2d2e3,78052,finished,social,4/3/2019,48,Male,73.32,TN
18f3c,780a7,finished,google,5/12/2019,32,Female,74.37,LA
338c6,782aa,finished,direct,3/4/2019,54,Female,74.37,LA
4ba1c,78309,finished,google,1/29/2019,53,Male,85.68,NM
0fbae,78311,finished,others,1/24/2019,22,Female,91.44,TX
1176,78371,cancelled,social,4/19/2019,55,Female,104.92,GA
59d81,78481,finished,direct,5/6/2019,44,Female,83.19,TN
8b2d3,784aa,cancelled,others,2/10/2019,38,Female,95.46,LA
1916,78542,cancelled,direct,12/10/2018,43,Male,89.76,FL
23c58,78546,cancelled,direct,11/24/2018,30,Male,89.7,CA
0e5fd,78682,finished,direct,3/23/2019,46,Female,95.16,TN
a0df8,78794,cancelled,google,11/24/2018,51,Male,107.28,NJ
84ceb,787b4,finished,google,3/11/2019,24,Male,62.16,LA
efa80,78ac3,finished,social,5/16/2019,26,Male,57.34,GA
30d3a,78b0b,finished,direct,2/20/2019,49,Male,73.26,LA
2f164,78be8,finished,direct,2/1/2019,53,Male,86.42,NJ
bd66a,78cc0,cancelled,google,3/7/2019,41,Male,95.36,NJ
fcf80,78cef,finished,google,1/22/2019,43,Female,128.14,NJ
18a67,78ee9,finished,social,4/22/2019,51,Female,69.85,TX
c2c1f,78f5c,finished,google,4/29/2019,29,Male,87.6,OK
e96f6,78f79,finished,google,1/25/2019,50,Male,87.91,NJ
bbd03,78f84,finished,direct,2/3/2019,38,Male,89.7,CA
2f82e,79030,finished,others,2/26/2019,19,Male,79.2,FL
b64d1,79170,finished,social,4/24/2019,48,Female,76.16,NM
d00ae,7917f,finished,direct,5/15/2019,35,Male,87.84,GA
967fb,793c3,finished,social,4/11/2019,32,Female,80.52,GA
26049,79486,finished,direct,4/1/2019,50,Female,76.2,TX
3adb1,79750,finished,google,4/28/2019,50,Female,54.05,CA
ea064,7980d,finished,google,3/3/2019,36,Female,105.12,OK
28acb,7980f,cancelled,direct,3/24/2019,32,Female,79.2,FL
8280,79856,cancelled,direct,2/26/2019,45,Male,67.85,CA
2b340,7988c,finished,others,4/16/2019,25,Female,54.05,CA
5c42b,79b43,finished,social,4/24/2019,58,Male,105.12,OK
34f2e,79ba7,finished,direct,4/6/2019,58,Male,69.02,NM
96831,79c5f,finished,direct,4/3/2019,36,Female,66.7,CA
8aec1,7.9E+31,finished,social,4/6/2019,32,Male,78.08,GA
261f9,79e7f,cancelled,google,2/4/2019,22,Female,93.44,OK
4036f,79fc7,finished,direct,3/5/2019,43,Female,65.49,LA
fff39,79ff2,finished,google,4/19/2019,58,Female,70.21,NM
9E+271,7a149,finished,direct,1/24/2019,33,Female,88.44,FL
6c7d9,7a292,finished,others,2/2/2019,34,Male,105.12,OK
0ef13,7a38c,finished,direct,3/24/2019,41,Female,128.14,NJ
81354,7a526,finished,google,4/15/2019,39,Male,84.48,FL
92367,7a541,finished,direct,3/16/2019,57,Male,98.34,NJ
c5f44,7a544,finished,direct,3/5/2019,26,Male,66.7,CA
b640e,7a55b,finished,others,4/14/2019,40,Male,86.58,LA
0ebaa,7a624,finished,direct,4/10/2019,23,Male,78.96,TN
db341,7a695,finished,direct,12/21/2018,55,Male,73.6,CA
45a02,7a7d8,finished,direct,1/22/2019,45,Female,80.3,OK
b5850,7aaf4,finished,social,5/3/2019,51,Female,98.9,CA
4cb82,7ab2b,finished,social,4/22/2019,23,Female,73.32,TN
5d37e,7ab36,cancelled,others,12/28/2018,39,Male,81.28,TX
3d09b,7af24,finished,others,5/12/2019,20,Male,97.82,OK
257c1,7af25,cancelled,google,4/2/2019,54,Male,69.02,NM
bc559,7af43,finished,others,2/21/2019,33,Female,106.08,TN
f9de4,7b09c,finished,direct,2/25/2019,49,Male,66.64,NM
e6767,7b216,finished,google,1/5/2019,21,Male,79.73,NM
8ae04,7b29d,cancelled,social,5/4/2019,38,Female,64.38,LA
e0100,7b3b7,finished,google,2/14/2019,23,Male,102.34,NM
d88aa,7b44f,finished,google,4/14/2019,34,Female,99.06,TX
27812,7b480,finished,social,5/12/2019,22,Male,63.5,TX
703a9,7b4cb,finished,google,5/13/2019,54,Male,65.45,NM
aa678,7b655,finished,direct,4/17/2019,37,Male,134.16,TN
d9b5c,7b859,finished,social,4/19/2019,36,Male,75.48,LA
0fbe7,7ba72,finished,social,4/11/2019,55,Male,78.96,TN
b4221,7bb0f,finished,direct,4/8/2019,41,Male,62.04,FL
d4045,7bb30,finished,social,5/10/2019,33,Female,70.03,NJ
6c338,7bb96,finished,others,4/9/2019,27,Male,121.68,TN
d135e,7bc15,finished,others,3/5/2019,49,Male,76.56,FL
1926a,7bc1f,cancelled,social,4/16/2019,32,Female,65.49,LA
be853,7bc7b,cancelled,social,4/12/2019,55,Female,99.84,TN
ce71f,7bcbe,cancelled,direct,1/21/2019,21,Male,105.12,OK
0,7bde6,finished,direct,2/2/2019,48,Male,70.03,NJ
2addd,7bdf5,cancelled,direct,4/3/2019,36,Male,99.28,OK
71257,7be81,finished,google,5/11/2019,39,Female,69.85,TX
19568,7be97,finished,others,1/29/2019,45,Female,76.16,NM
56b2a,7c1cf,finished,direct,1/22/2019,45,Male,70.15,CA
b3381,7c3d1,finished,others,2/24/2019,30,Female,65.49,LA
52c75,7c447,finished,direct,3/16/2019,47,Female,81.95,NJ
438bd,7c4bb,finished,direct,2/13/2019,51,Female,67.1,GA
b953c,7c647,finished,direct,5/15/2019,47,Male,116.22,NJ
28aea,7c6bf,finished,google,5/7/2019,27,Male,81.95,NJ
75d74,7c73f,cancelled,google,4/6/2019,20,Female,76.56,FL
65228,7c7c3,finished,direct,3/23/2019,31,Female,85.09,TX
8e69d,7ca34,cancelled,others,1/18/2019,32,Male,102.96,TN
be0c8,7cbad,finished,social,5/13/2019,34,Male,113.88,OK
c23d0,7cbef,cancelled,direct,4/14/2019,47,Male,76.56,FL
4200f,7cc67,cancelled,google,2/27/2019,56,Female,112.32,TN
8fca5,7cce2,finished,google,4/19/2019,38,Female,95.16,GA
75d74,7cdf6,cancelled,google,4/6/2019,20,Female,76.56,FL
0fe9c,7ce19,finished,others,5/14/2019,35,Female,113.52,FL
630ea,7ce6e,finished,direct,2/20/2019,24,Female,82.8,CA
fea04,7cf0e,finished,others,2/1/2019,34,Male,78.2,CA
7fd4a,7cf8b,finished,others,4/2/2019,27,Female,70.15,CA
f0baa,7d04b,finished,direct,2/1/2019,28,Female,70.76,GA
facd0,7d0a5,finished,direct,3/29/2019,45,Female,99.28,OK
4fd7a,7d1ed,finished,google,3/25/2019,23,Female,63.5,TX
58a7a,7d204,finished,others,2/4/2019,42,Female,113.52,FL
59df7,7d280,cancelled,google,5/7/2019,40,Male,77.47,TX
0bbf6,7d346,cancelled,google,12/22/2018,34,Male,128.14,NJ
8e8a2,7d49e,finished,others,3/21/2019,19,Female,76.56,FL
d9097,7d4df,finished,direct,2/1/2019,24,Female,78.2,CA
78df6,7d57f,finished,others,3/8/2019,22,Male,87.84,GA
e5505,7d589,finished,direct,2/4/2019,39,Male,69,CA
2ed9f,7d77c,cancelled,google,2/13/2019,51,Male,62.16,LA
21652,7d88a,cancelled,google,2/19/2019,41,Male,102.96,FL
4e846,7d92e,finished,google,4/25/2019,55,Female,85.8,TN
57117,7db09,finished,google,1/22/2019,28,Female,86.36,TX
c1322,7db14,finished,google,3/6/2019,56,Male,98.34,NJ
0611d,7db6e,finished,direct,4/8/2019,44,Male,66.7,CA
76605,7dbe6,finished,social,4/20/2019,32,Female,92.04,TN
f840e,7dc48,cancelled,direct,5/4/2019,36,Female,87.84,GA
0d02b,7dd0d,cancelled,google,4/29/2019,49,Male,85.09,TX
933eb,7dd10,finished,direct,4/16/2019,50,Male,68.32,GA
d8f8b,7de3a,finished,others,2/3/2019,43,Male,104.92,GA
2cb45,7000,finished,direct,2/10/2019,23,Female,75.9,CA
d110e,7E+44,finished,social,4/20/2019,34,Female,57.5,CA
c0d00,7e0a4,finished,direct,3/25/2019,34,Female,99.28,OK
15de7,7e0d3,finished,google,3/21/2019,38,Female,78,TN
38763,7e0e2,finished,others,3/26/2019,29,Male,109.98,TN
b76a0,7E+265,finished,direct,4/21/2019,51,Male,81.95,NJ
7d2ca,7e344,finished,google,4/4/2019,50,Female,87.12,FL
3.9E+91,7e3ae,finished,direct,4/17/2019,41,Female,71.98,GA
175fc,7e3be,finished,others,4/30/2019,34,Male,95.16,GA
15701,7e4bc,finished,social,4/26/2019,57,Male,70.15,CA
9fdd7,7e524,finished,direct,4/26/2019,38,Male,73.92,FL
9b488,7e838,finished,direct,4/30/2019,43,Female,77.55,TN
fbcdd,7e90c,finished,google,1/22/2019,56,Male,116.22,NJ
f5631,7e9d3,finished,others,3/10/2019,30,Male,90.48,TN
49ac2,7ea28,finished,direct,3/29/2019,26,Female,85.09,TX
b4f70,7ea68,cancelled,social,4/22/2019,58,Female,64.38,LA
f2286,7eba2,finished,google,3/21/2019,58,Male,52.17,LA
bbed5,7ebbd,finished,others,4/20/2019,32,Male,94.47,TN
bc763,7ec7f,finished,direct,4/16/2019,55,Female,78.08,GA
25db3,7eccb,finished,google,4/13/2019,43,Male,91.44,TX
8dc26,7ece5,finished,direct,5/11/2019,55,Female,83.44,NJ
dcf91,7ed94,cancelled,google,3/7/2019,44,Male,81.74,GA
98830,7edd6,finished,others,4/21/2019,28,Female,83.82,TX
d2006,7ee52,cancelled,google,4/21/2019,36,Female,73.2,GA
26b66,7eecd,finished,google,5/7/2019,36,Female,92.82,NM
d4c2e,7ef90,finished,direct,4/10/2019,20,Male,105.12,OK
233bb,7ef92,finished,direct,4/29/2019,53,Female,59.69,TX
91937,7f054,finished,direct,5/3/2019,46,Male,74.93,TX
86241,7f118,finished,direct,3/2/2019,27,Female,96.36,OK
e035a,7f1b8,finished,direct,2/20/2019,34,Male,80.92,NM
3b403,7f24c,cancelled,google,4/19/2019,19,Male,104.52,TN
3748a,7f268,finished,direct,2/25/2019,19,Male,71.12,TX
70dcc,7f291,finished,social,4/23/2019,48,Male,99.06,TX
21845,7f3a3,cancelled,social,4/27/2019,21,Male,59.69,TX
7db34,7f46a,finished,direct,2/9/2019,21,Male,73.92,FL
d81ec,7f53e,finished,others,3/22/2019,31,Female,116.22,NJ
a3338,7f561,finished,google,5/7/2019,27,Female,85.09,TX
d3f93,7f635,finished,direct,1/2/2019,42,Male,113.52,FL
25615,7f675,finished,social,4/13/2019,52,Male,76.2,TX
3782f,7f6b6,finished,direct,2/1/2019,21,Female,105.12,OK
5.3E+98,7fa2a,cancelled,direct,11/20/2018,30,Male,73.32,TN
004c0,7fa7e,finished,others,2/18/2019,23,Male,75.9,CA
8bfc9,7fcde,finished,google,5/12/2019,50,Male,88.44,FL
44c98,7fd39,finished,google,2/26/2019,51,Female,72.6,FL
75dff,7fded,finished,direct,4/28/2019,52,Male,77.88,FL
95888,7fec5,finished,direct,1/21/2019,38,Male,70.5,TN
a6d4a,7feef,finished,direct,2/9/2019,19,Female,80.3,OK
6b2a4,7fef1,finished,direct,5/11/2019,54,Female,88.44,FL
f39c9,7ff49,finished,google,1/15/2019,42,Female,104.92,GA
21652,7ff79,cancelled,google,2/5/2019,41,Male,102.96,FL
20004,7ff9f,finished,direct,2/22/2019,33,Male,73.66,TX
4282d,80313,cancelled,google,5/14/2019,32,Female,81.76,OK
a146c,803fd,finished,others,11/20/2018,34,Female,62.16,LA
8a7a0,8045f,finished,google,4/28/2019,24,Female,83.19,TN
a70b7,80517,finished,direct,3/2/2019,25,Female,77.55,TN
295c8,80554,finished,direct,3/26/2019,23,Female,113.52,FL
a8afb,80586,finished,direct,1/18/2019,19,Male,72.6,FL
1cf42,80597,finished,others,2/4/2019,55,Male,68.62,OK
49bca,805eb,finished,social,4/15/2019,44,Female,99.28,OK
e1fb5,806db,finished,direct,3/31/2019,45,Female,73.2,GA
d6463,80838,finished,others,1/31/2019,58,Female,86.01,TN
bc652,80847,finished,social,3/31/2019,36,Male,73.6,CA
c53ac,808ec,finished,others,2/25/2019,47,Female,77.88,FL
7a10b,809ab,finished,others,1/23/2019,20,Female,70.21,NM
b455f,80b00,finished,direct,5/2/2019,42,Female,52.17,LA
0aeaf,80bac,finished,others,3/23/2019,44,Female,57.5,CA
391a4,8E+32,finished,social,1/19/2019,37,Female,74.5,NJ
5a5e4,80e7e,finished,google,4/8/2019,53,Female,85.09,TX
35beb,8E+86,finished,direct,2/1/2019,39,Male,91.44,TX
257c1,80ec3,cancelled,google,4/9/2019,54,Male,69.02,NM
229b7,80f5a,finished,direct,2/4/2019,26,Male,106.08,TN
60b82,810ec,finished,google,4/28/2019,21,Male,90.24,TN
55d49,81153,cancelled,direct,12/15/2018,32,Male,89.4,NJ
39b45,811f9,finished,google,4/17/2019,53,Female,80.52,GA
04cf2,8125e,cancelled,others,1/31/2019,49,Female,81.78,TN
f2314,81395,finished,direct,3/26/2019,32,Male,81.95,NJ
89724,81419,finished,direct,2/26/2019,22,Female,81.76,OK
c694a,81446,finished,google,1/26/2019,30,Male,73.6,CA
84de8,8159d,finished,google,4/28/2019,56,Male,77.05,CA
bd4b7,81619,finished,direct,4/12/2019,32,Female,79.2,FL
fc1d2,81632,cancelled,google,11/23/2018,56,Male,86.58,LA
3005e,8192b,finished,direct,4/20/2019,40,Female,64.38,LA
8f4f4,81a80,finished,social,3/22/2019,36,Female,76.2,TX
da3bd,81adb,cancelled,direct,4/16/2019,43,Female,90.24,TN
71ac9,81b19,finished,google,1/12/2019,38,Female,73,OK
2a9f4,81b28,finished,direct,1/15/2019,33,Male,70.76,GA
ef78c,81b64,finished,google,5/6/2019,54,Female,102.96,TN
0ec94,81c13,cancelled,direct,3/16/2019,25,Female,128.14,NJ
44642,81cdc,cancelled,direct,3/27/2019,20,Female,62.04,FL
ad93e,8.1E+46,finished,direct,1/30/2019,47,Female,89.06,OK
5.2E+38,81eff,finished,direct,5/10/2019,29,Female,65.49,LA
4d67b,81f92,finished,direct,5/15/2019,52,Male,81.76,OK
e4077,820a4,finished,social,5/14/2019,32,Female,61.05,LA
9561c,8228b,finished,social,4/16/2019,19,Female,77.88,FL
cb77c,823fb,cancelled,google,4/13/2019,24,Female,74.5,NJ
5648c,823fd,finished,direct,1/30/2019,47,Female,86.14,OK
a0693,82432,cancelled,social,4/16/2019,58,Male,84.48,FL
ad5b9,82449,finished,social,4/20/2019,22,Female,95.16,TN
7c123,82541,finished,direct,4/27/2019,40,Female,72.59,NM
b2eef,8254e,finished,google,12/31/2018,23,Female,102.96,TN
01ef5,82770,finished,others,5/14/2019,35,Female,112.32,TN
21641,82885,finished,social,4/20/2019,52,Male,99.06,TX
776cd,82887,finished,social,5/13/2019,36,Male,80.52,GA
cb2ae,828d6,finished,google,5/6/2019,41,Male,101.32,NJ
e7e86,82913,finished,direct,1/18/2019,51,Female,113.52,FL
9f4ba,82b1a,finished,social,5/16/2019,38,Male,92.82,NM
b2312,82d70,finished,google,5/12/2019,20,Female,70.5,TN
6a627,82fbf,finished,direct,2/4/2019,42,Male,112.32,TN
6cc5c,830ca,finished,social,4/9/2019,32,Male,70.76,GA
50000,8326b,finished,direct,3/18/2019,30,Male,83.82,TX
63de6,83279,finished,others,3/20/2019,42,Male,91.44,TX
a3b69,8333d,finished,direct,2/5/2019,47,Female,83.44,NJ
17560,834f2,finished,social,1/20/2019,20,Female,83.44,NJ
8a4ce,8350b,finished,direct,3/17/2019,54,Female,81.74,GA
cd0d0,8352b,finished,google,1/24/2019,32,Male,86.36,TX
c11b1,835a6,finished,google,4/7/2019,49,Male,55.5,LA
a4d14,8361d,finished,direct,2/25/2019,32,Female,87.6,OK
6c633,83624,finished,others,3/6/2019,48,Female,57.5,CA
689cf,83b79,cancelled,google,1/5/2019,34,Male,55.5,LA
fff39,83c42,finished,others,5/3/2019,58,Female,70.21,NM
ece80,83c69,finished,direct,2/4/2019,29,Female,83.19,TN
97dd4,83c6d,finished,direct,1/1/2019,33,Male,78.2,CA
9403a,83cbc,finished,others,5/3/2019,47,Male,87.36,TN
df91e,83d71,finished,google,1/1/2019,35,Female,83.19,TN
4e8b3,83d87,finished,direct,4/17/2019,34,Female,78.96,TN
a2353,83dbd,finished,others,4/2/2019,20,Female,55.5,LA
b2245,8.3E+72,finished,direct,2/27/2019,52,Female,80.3,OK
37969,83f13,finished,direct,4/20/2019,57,Female,73,OK
927f7,83fc5,finished,social,4/28/2019,49,Female,95.36,NJ
c3c74,84045,finished,social,4/10/2019,24,Male,66.6,LA
e9d04,841de,finished,direct,2/22/2019,41,Female,70.5,TN
0e924,84305,finished,direct,3/7/2019,52,Female,72.6,FL
42926,8447a,finished,direct,5/5/2019,35,Female,79.2,FL
cd402,847af,finished,social,3/7/2019,32,Female,72.59,NM
bc28c,84848,finished,others,3/21/2019,50,Male,61,GA
08fd9,84978,finished,google,3/23/2019,54,Female,99.06,TX
98b4c,84a30,finished,direct,3/9/2019,37,Male,125.56,OK
2bed5,84a42,cancelled,others,5/10/2019,28,Male,68.62,OK
6d63b,84aba,cancelled,google,1/21/2019,45,Female,66.7,CA
b9584,84c6a,finished,direct,5/7/2019,43,Male,65.45,NM
9E+50,84cc3,finished,social,3/27/2019,51,Male,81.28,TX
f60de,84d1c,cancelled,direct,4/29/2019,50,Female,70.03,NJ
babfe,84d66,finished,google,4/28/2019,47,Male,80.92,NM
9611f,84da5,cancelled,direct,4/29/2019,40,Female,69.85,TX
bc7a8,8.4E+74,finished,google,5/7/2019,19,Female,91.44,TX
dbb0b,84ea4,cancelled,direct,2/26/2019,50,Female,70.21,NM
f1916,84ef2,finished,social,4/12/2019,28,Male,91.44,TX
4783,84fc4,finished,others,4/5/2019,45,Female,64.4,CA
99a4e,8507d,finished,google,1/21/2019,54,Female,99.83,NJ
7E+86,850f1,finished,direct,2/4/2019,24,Female,95.04,FL
0424a,85144,finished,direct,3/26/2019,30,Female,96.36,OK
7459,8523a,cancelled,direct,2/25/2019,49,Male,121.26,TN
8b5a7,853bb,finished,direct,3/13/2019,53,Female,59.69,TX
47d49,85432,finished,social,4/2/2019,49,Female,99.06,TX
f61eb,85438,finished,direct,3/25/2019,44,Female,88.44,FL
6cfd4,854aa,finished,social,5/16/2019,24,Male,79.73,NM
a7747,85693,finished,direct,4/30/2019,21,Male,94.47,TN
6016b,85782,finished,others,3/26/2019,48,Female,104.52,TN
25d4c,8597d,finished,google,4/29/2019,32,Male,59.5,NM
b2f9a,85987,finished,google,4/27/2019,28,Male,63.5,TX
22723,859c6,finished,google,3/11/2019,44,Female,104.52,TN
a37bf,85aaf,finished,social,4/15/2019,39,Male,106.08,TN
ca809,85add,cancelled,direct,3/31/2019,21,Female,101.52,TN
d0477,85bf0,finished,direct,12/3/2018,44,Male,87.84,GA
b1aec,85daa,finished,direct,12/5/2018,26,Male,73,OK
12fd6,85f89,finished,google,4/28/2019,49,Male,84.48,FL
a221d,86196,finished,social,4/30/2019,44,Female,101.32,NJ
16a8e,861ae,finished,direct,3/13/2019,56,Female,107.28,NJ
98cb0,861fa,finished,social,12/17/2018,30,Female,109.22,TX
ebf64,86223,finished,direct,3/27/2019,54,Female,89.7,CA
0d199,8630b,finished,direct,3/27/2019,32,Female,69.02,NM
216f2,8631f,finished,direct,1/29/2019,36,Female,70.03,NJ
327f7,864f7,finished,google,1/29/2019,53,Male,94.47,TN
07b2e,8669f,finished,direct,11/27/2018,27,Male,85.68,NM
13f7b,86728,cancelled,others,2/18/2019,47,Male,102.96,FL
1a0bd,8676b,finished,social,5/7/2019,33,Male,66.6,LA
7767,867d0,finished,direct,3/12/2019,43,Male,105.12,OK
84b7a,8687f,finished,direct,2/20/2019,22,Male,102.96,FL
cefd3,8688b,cancelled,direct,4/15/2019,45,Male,82.96,GA
3fcd8,8691e,finished,others,2/12/2019,33,Female,74.42,GA
1d1e0,86958,finished,google,4/14/2019,21,Male,86.58,LA
aa39f,869ea,finished,direct,5/12/2019,44,Female,95.46,LA
0ad42,86a06,finished,others,3/28/2019,20,Female,105.12,OK
1f956,86da4,finished,google,4/25/2019,24,Male,71.98,GA
e37eb,86f15,finished,social,4/3/2019,28,Female,66.7,CA
ceda1,87263,finished,direct,3/29/2019,40,Female,89.76,FL
397ee,87319,finished,others,3/29/2019,33,Female,79.73,NM
322c6,8750d,finished,direct,1/22/2019,23,Female,113.52,FL
2cfd5,876f0,finished,direct,1/9/2019,31,Female,75.48,LA
ed9ad,87778,finished,others,3/11/2019,35,Female,98.9,CA
1fbfb,87888,finished,direct,1/31/2019,26,Female,85.68,NM
3.1E+44,87ab1,finished,others,4/8/2019,58,Male,81.95,NJ
d2ead,87acf,finished,direct,1/19/2019,49,Female,89.4,NJ
959c8,87ba9,cancelled,others,12/30/2018,58,Female,102.96,FL
31130,87bd6,finished,direct,2/12/2019,33,Male,77.05,CA
2c0e4,87c1d,finished,google,3/21/2019,25,Male,89.7,CA
f9053,87c2d,finished,social,5/12/2019,26,Female,96.36,OK
996cb,87d50,finished,others,3/17/2019,30,Male,86.58,LA
7e604,87e0a,finished,google,1/22/2019,53,Female,80.52,FL
16be8,87ea8,finished,social,3/16/2019,23,Female,82.8,CA
c0e94,87f40,finished,direct,4/24/2019,41,Female,84.48,FL
703a9,88002,finished,others,1/20/2019,54,Male,65.45,NM
f11f3,88331,finished,google,5/11/2019,53,Male,82.8,CA
b97ae,883bf,finished,direct,4/17/2019,54,Male,74.37,LA
5eba5,8845d,finished,direct,4/27/2019,31,Male,70.76,GA
a6970,88478,finished,direct,1/18/2019,26,Male,66,FL
378aa,88591,cancelled,social,4/16/2019,48,Female,72.6,FL
d6cb5,886c2,cancelled,others,2/23/2019,29,Male,79.2,FL
8e8a2,88766,finished,direct,3/7/2019,19,Female,76.56,FL
c4a94,887f4,finished,others,4/15/2019,23,Female,81.28,TX
59c87,8889c,finished,social,4/23/2019,50,Female,80.92,NM
1926a,88a10,cancelled,social,4/15/2019,32,Female,65.49,LA
d0fd5,88a90,finished,social,4/22/2019,26,Male,86.01,TN
45827,88aa8,finished,social,4/22/2019,53,Male,96.36,OK
9ef5b,88af8,finished,social,5/3/2019,57,Male,95.36,NJ
fca45,88ba9,finished,social,3/26/2019,40,Male,94.47,TN
a2353,88bb1,finished,social,4/28/2019,20,Female,55.5,LA
4d7b0,88cb0,finished,google,5/6/2019,55,Female,73.32,TN
